Doença,Código CID-10
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X45.8
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X45.9
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X46.0
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X46.1
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X46.2
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X46.3
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X46.4
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X46.5
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X46.6
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X46.7
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X46.8
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X46.9
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X47.0
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X47.1
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X47.2
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X47.3
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X47.4
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X47.5
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X47.6
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X47.7
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X47.8
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X47.9
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X48.0
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X48.1
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X48.2
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X48.3
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X48.4
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X48.5
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X48.6
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X48.7
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X48.8
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X48.9
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X49.0
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X49.1
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X49.2
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X49.3
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X49.4
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X49.5
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X49.6
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X49.7
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X49.8
Envenenamento [intoxicação] acidental por exposição a substâncias nocivas,X49.9
Lesões autoprovocadas intencionalmente,X60.0
Lesões autoprovocadas intencionalmente,X60.1
Lesões autoprovocadas intencionalmente,X60.2
Lesões autoprovocadas intencionalmente,X60.3
Lesões autoprovocadas intencionalmente,X60.4
Lesões autoprovocadas intencionalmente,X60.5
Lesões autoprovocadas intencionalmente,X60.6
Lesões autoprovocadas intencionalmente,X60.7
Lesões autoprovocadas intencionalmente,X60.8
Lesões autoprovocadas intencionalmente,X60.9
Lesões autoprovocadas intencionalmente,X61.0
Lesões autoprovocadas intencionalmente,X61.1
Lesões autoprovocadas intencionalmente,X61.2
Lesões autoprovocadas intencionalmente,X61.3
Lesões autoprovocadas intencionalmente,X61.4
Lesões autoprovocadas intencionalmente,X61.5
Lesões autoprovocadas intencionalmente,X61.6
Lesões autoprovocadas intencionalmente,X61.7
Lesões autoprovocadas intencionalmente,X61.8
Lesões autoprovocadas intencionalmente,X61.9
Lesões autoprovocadas intencionalmente,X62.0
Lesões autoprovocadas intencionalmente,X62.1
Lesões autoprovocadas intencionalmente,X62.2
Lesões autoprovocadas intencionalmente,X62.3
Lesões autoprovocadas intencionalmente,X62.4
Lesões autoprovocadas intencionalmente,X62.5
Lesões autoprovocadas intencionalmente,X62.6
Lesões autoprovocadas intencionalmente,X62.7
Lesões autoprovocadas intencionalmente,X62.8
Lesões autoprovocadas intencionalmente,X62.9
Lesões autoprovocadas intencionalmente,X63.0
Lesões autoprovocadas intencionalmente,X63.1
Lesões autoprovocadas intencionalmente,X63.2
Lesões autoprovocadas intencionalmente,X63.3
Lesões autoprovocadas intencionalmente,X63.4
Lesões autoprovocadas intencionalmente,X63.5
Lesões autoprovocadas intencionalmente,X63.6
Lesões autoprovocadas intencionalmente,X63.7
Lesões autoprovocadas intencionalmente,X63.8
Lesões autoprovocadas intencionalmente,X63.9
Lesões autoprovocadas intencionalmente,X64.0
Lesões autoprovocadas intencionalmente,X64.1
Lesões autoprovocadas intencionalmente,X64.2
Lesões autoprovocadas intencionalmente,X64.3
Lesões autoprovocadas intencionalmente,X64.4
Lesões autoprovocadas intencionalmente,X64.5
Lesões autoprovocadas intencionalmente,X64.6
Lesões autoprovocadas intencionalmente,X64.7
Lesões autoprovocadas intencionalmente,X64.8
Lesões autoprovocadas intencionalmente,X64.9
Lesões autoprovocadas intencionalmente,X65.0
Lesões autoprovocadas intencionalmente,X65.1
Lesões autoprovocadas intencionalmente,X65.2
Lesões autoprovocadas intencionalmente,X65.3
Lesões autoprovocadas intencionalmente,X65.4
Lesões autoprovocadas intencionalmente,X65.5
Lesões autoprovocadas intencionalmente,X65.6
Lesões autoprovocadas intencionalmente,X65.7
Lesões autoprovocadas intencionalmente,X65.8
Lesões autoprovocadas intencionalmente,X65.9
Lesões autoprovocadas intencionalmente,X66.0
Lesões autoprovocadas intencionalmente,X66.1
Lesões autoprovocadas intencionalmente,X66.2
Lesões autoprovocadas intencionalmente,X66.3
Lesões autoprovocadas intencionalmente,X66.4
Lesões autoprovocadas intencionalmente,X66.5
Lesões autoprovocadas intencionalmente,X66.6
Lesões autoprovocadas intencionalmente,X66.7
Lesões autoprovocadas intencionalmente,X66.8
Lesões autoprovocadas intencionalmente,X66.9
Lesões autoprovocadas intencionalmente,X67.0
Lesões autoprovocadas intencionalmente,X67.1
Lesões autoprovocadas intencionalmente,X67.2
Lesões autoprovocadas intencionalmente,X67.3
Lesões autoprovocadas intencionalmente,X67.4
Lesões autoprovocadas intencionalmente,X67.5
Lesões autoprovocadas intencionalmente,X67.6
Lesões autoprovocadas intencionalmente,X67.7
Lesões autoprovocadas intencionalmente,X67.8
Lesões autoprovocadas intencionalmente,X67.9
Lesões autoprovocadas intencionalmente,X68.0
Lesões autoprovocadas intencionalmente,X68.1
Lesões autoprovocadas intencionalmente,X68.2
Lesões autoprovocadas intencionalmente,X68.3
Lesões autoprovocadas intencionalmente,X68.4
Lesões autoprovocadas intencionalmente,X68.5
Lesões autoprovocadas intencionalmente,X68.6
Lesões autoprovocadas intencionalmente,X68.7
Lesões autoprovocadas intencionalmente,X68.8
Lesões autoprovocadas intencionalmente,X68.9
Lesões autoprovocadas intencionalmente,X69.0
Lesões autoprovocadas intencionalmente,X69.1
Lesões autoprovocadas intencionalmente,X69.2
Lesões autoprovocadas intencionalmente,X69.3
Lesões autoprovocadas intencionalmente,X69.4
Lesões autoprovocadas intencionalmente,X69.5
Lesões autoprovocadas intencionalmente,X69.6
Lesões autoprovocadas intencionalmente,X69.7
Lesões autoprovocadas intencionalmente,X69.8
Lesões autoprovocadas intencionalmente,X69.9
Lesões autoprovocadas intencionalmente,X70.0
Lesões autoprovocadas intencionalmente,X70.1
Lesões autoprovocadas intencionalmente,X70.2
Lesões autoprovocadas intencionalmente,X70.3
Lesões autoprovocadas intencionalmente,X70.4
Lesões autoprovocadas intencionalmente,X70.5
Lesões autoprovocadas intencionalmente,X70.6
Lesões autoprovocadas intencionalmente,X70.7
Lesões autoprovocadas intencionalmente,X70.8
Lesões autoprovocadas intencionalmente,X70.9
Lesões autoprovocadas intencionalmente,X71.0
Lesões autoprovocadas intencionalmente,X71.1
Lesões autoprovocadas intencionalmente,X71.2
Lesões autoprovocadas intencionalmente,X71.3
Lesões autoprovocadas intencionalmente,X71.4
Lesões autoprovocadas intencionalmente,X71.5
Lesões autoprovocadas intencionalmente,X71.6
Lesões autoprovocadas intencionalmente,X71.7
Lesões autoprovocadas intencionalmente,X71.8
Lesões autoprovocadas intencionalmente,X71.9
Lesões autoprovocadas intencionalmente,X72.0
Lesões autoprovocadas intencionalmente,X72.1
Lesões autoprovocadas intencionalmente,X72.2
Lesões autoprovocadas intencionalmente,X72.3
Lesões autoprovocadas intencionalmente,X72.4
Lesões autoprovocadas intencionalmente,X72.5
Lesões autoprovocadas intencionalmente,X72.6
Lesões autoprovocadas intencionalmente,X72.7
Lesões autoprovocadas intencionalmente,X72.8
Lesões autoprovocadas intencionalmente,X72.9
Lesões autoprovocadas intencionalmente,X73.0
Lesões autoprovocadas intencionalmente,X73.1
Lesões autoprovocadas intencionalmente,X73.2
Lesões autoprovocadas intencionalmente,X73.3
Lesões autoprovocadas intencionalmente,X73.4
Lesões autoprovocadas intencionalmente,X73.5
Lesões autoprovocadas intencionalmente,X73.6
Lesões autoprovocadas intencionalmente,X73.7
Lesões autoprovocadas intencionalmente,X73.8
Lesões autoprovocadas intencionalmente,X73.9
Lesões autoprovocadas intencionalmente,X74.0
Lesões autoprovocadas intencionalmente,X74.1
Lesões autoprovocadas intencionalmente,X74.2
Lesões autoprovocadas intencionalmente,X74.3
Lesões autoprovocadas intencionalmente,X74.4
Lesões autoprovocadas intencionalmente,X74.5
Lesões autoprovocadas intencionalmente,X74.6
Lesões autoprovocadas intencionalmente,X74.7
Lesões autoprovocadas intencionalmente,X74.8
Lesões autoprovocadas intencionalmente,X74.9
Lesões autoprovocadas intencionalmente,X75.0
Lesões autoprovocadas intencionalmente,X75.1
Lesões autoprovocadas intencionalmente,X75.2
Lesões autoprovocadas intencionalmente,X75.3
Lesões autoprovocadas intencionalmente,X75.4
Lesões autoprovocadas intencionalmente,X75.5
Lesões autoprovocadas intencionalmente,X75.6
Lesões autoprovocadas intencionalmente,X75.7
Lesões autoprovocadas intencionalmente,X75.8
Lesões autoprovocadas intencionalmente,X75.9
Lesões autoprovocadas intencionalmente,X76.0
Lesões autoprovocadas intencionalmente,X76.1
Lesões autoprovocadas intencionalmente,X76.2
Lesões autoprovocadas intencionalmente,X76.3
Lesões autoprovocadas intencionalmente,X76.4
Lesões autoprovocadas intencionalmente,X76.5
Lesões autoprovocadas intencionalmente,X76.6
Lesões autoprovocadas intencionalmente,X76.7
Lesões autoprovocadas intencionalmente,X76.8
Lesões autoprovocadas intencionalmente,X76.9
Lesões autoprovocadas intencionalmente,X77.0
Lesões autoprovocadas intencionalmente,X77.1
Lesões autoprovocadas intencionalmente,X77.2
Lesões autoprovocadas intencionalmente,X77.3
Lesões autoprovocadas intencionalmente,X77.4
Lesões autoprovocadas intencionalmente,X77.5
Lesões autoprovocadas intencionalmente,X77.6
Lesões autoprovocadas intencionalmente,X77.7
Lesões autoprovocadas intencionalmente,X77.8
Lesões autoprovocadas intencionalmente,X77.9
Lesões autoprovocadas intencionalmente,X78.0
Lesões autoprovocadas intencionalmente,X78.1
Lesões autoprovocadas intencionalmente,X78.2
Lesões autoprovocadas intencionalmente,X78.3
Lesões autoprovocadas intencionalmente,X78.4
Lesões autoprovocadas intencionalmente,X78.5
Lesões autoprovocadas intencionalmente,X78.6
Lesões autoprovocadas intencionalmente,X78.7
Lesões autoprovocadas intencionalmente,X78.8
Lesões autoprovocadas intencionalmente,X78.9
Lesões autoprovocadas intencionalmente,X79.0
Lesões autoprovocadas intencionalmente,X79.1
Lesões autoprovocadas intencionalmente,X79.2
Lesões autoprovocadas intencionalmente,X79.3
Lesões autoprovocadas intencionalmente,X79.4
Lesões autoprovocadas intencionalmente,X79.5
Lesões autoprovocadas intencionalmente,X79.6
Lesões autoprovocadas intencionalmente,X79.7
Lesões autoprovocadas intencionalmente,X79.8
Lesões autoprovocadas intencionalmente,X79.9
Lesões autoprovocadas intencionalmente,X80.0
Lesões autoprovocadas intencionalmente,X80.1
Lesões autoprovocadas intencionalmente,X80.2
Lesões autoprovocadas intencionalmente,X80.3
Lesões autoprovocadas intencionalmente,X80.4
Lesões autoprovocadas intencionalmente,X80.5
Lesões autoprovocadas intencionalmente,X80.6
Lesões autoprovocadas intencionalmente,X80.7
Lesões autoprovocadas intencionalmente,X80.8
Lesões autoprovocadas intencionalmente,X80.9
Lesões autoprovocadas intencionalmente,X81.0
Lesões autoprovocadas intencionalmente,X81.1
Lesões autoprovocadas intencionalmente,X81.2
Lesões autoprovocadas intencionalmente,X81.3
Lesões autoprovocadas intencionalmente,X81.4
Lesões autoprovocadas intencionalmente,X81.5
Lesões autoprovocadas intencionalmente,X81.6
Lesões autoprovocadas intencionalmente,X81.7
Lesões autoprovocadas intencionalmente,X81.8
Lesões autoprovocadas intencionalmente,X81.9
Lesões autoprovocadas intencionalmente,X82.0
Lesões autoprovocadas intencionalmente,X82.1
Lesões autoprovocadas intencionalmente,X82.2
Lesões autoprovocadas intencionalmente,X82.3
Lesões autoprovocadas intencionalmente,X82.4
Lesões autoprovocadas intencionalmente,X82.5
Lesões autoprovocadas intencionalmente,X82.6
Lesões autoprovocadas intencionalmente,X82.7
Lesões autoprovocadas intencionalmente,X82.8
Lesões autoprovocadas intencionalmente,X82.9
Lesões autoprovocadas intencionalmente,X83.0
Lesões autoprovocadas intencionalmente,X83.1
Lesões autoprovocadas intencionalmente,X83.2
Lesões autoprovocadas intencionalmente,X83.3
Lesões autoprovocadas intencionalmente,X83.4
Lesões autoprovocadas intencionalmente,X83.5
Lesões autoprovocadas intencionalmente,X83.6
Lesões autoprovocadas intencionalmente,X83.7
Lesões autoprovocadas intencionalmente,X83.8
Lesões autoprovocadas intencionalmente,X83.9
Lesões autoprovocadas intencionalmente,X84.0
Lesões autoprovocadas intencionalmente,X84.1
Lesões autoprovocadas intencionalmente,X84.2
Lesões autoprovocadas intencionalmente,X84.3
Lesões autoprovocadas intencionalmente,X84.4
Lesões autoprovocadas intencionalmente,X84.5
Lesões autoprovocadas intencionalmente,X84.6
Lesões autoprovocadas intencionalmente,X84.7
Lesões autoprovocadas intencionalmente,X84.8
Lesões autoprovocadas intencionalmente,X84.9
Agressões,X85.0
Agressões,X85.1
Agressões,X85.2
Agressões,X85.3
Agressões,X85.4
Agressões,X85.5
Agressões,X85.6
Agressões,X85.7
Agressões,X85.8
Agressões,X85.9
Agressões,Y09.0
Agressões,Y09.1
Agressões,Y09.2
Agressões,Y09.3
Agressões,Y09.4
Agressões,Y09.5
Agressões,Y09.6
Agressões,Y09.7
Agressões,Y09.8
Agressões,Y09.9
Intervenções legais e operacões de guerra,Y35.0
Intervenções legais e operacões de guerra,Y35.1
Intervenções legais e operacões de guerra,Y35.2
Intervenções legais e operacões de guerra,Y35.3
Intervenções legais e operacões de guerra,Y35.4
Intervenções legais e operacões de guerra,Y35.5
Intervenções legais e operacões de guerra,Y35.6
Intervenções legais e operacões de guerra,Y35.7
Intervenções legais e operacões de guerra,Y36.0
Intervenções legais e operacões de guerra,Y36.1
Intervenções legais e operacões de guerra,Y36.2
Intervenções legais e operacões de guerra,Y36.3
Intervenções legais e operacões de guerra,Y36.4
Intervenções legais e operacões de guerra,Y36.5
Intervenções legais e operacões de guerra,Y36.6
Intervenções legais e operacões de guerra,Y36.7
Intervenções legais e operacões de guerra,Y36.8
Intervenções legais e operacões de guerra,Y36.9
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y60.0
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y60.1
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y60.2
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y60.3
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y60.4
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y60.5
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y60.6
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y60.7
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y60.8
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y60.9
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y61.0
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y61.1
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y61.2
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y61.3
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y61.4
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y61.5
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y61.6
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y61.7
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y61.8
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y61.9
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y62.0
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y62.1
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y62.2
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y62.3
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y62.4
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y62.5
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y62.6
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y62.8
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y62.9
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y63.0
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y63.1
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y63.2
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y63.3
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y63.4
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y63.5
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y63.6
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y63.8
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y63.9
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y64.0
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y64.1
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y64.8
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y64.9
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y65.0
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y65.1
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y65.2
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y65.3
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y65.4
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y65.5
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y65.8
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y66
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y67
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y68
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y69
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y83.0
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y83.1
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y83.2
Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos e Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento,Y83.3
