Doença,Código CID-10
"Envenenamento [intoxicação] acidental por exposição a drogas, medicamentos e substâncias biológicas",X43.7
"Envenenamento [intoxicação] acidental por exposição a drogas, medicamentos e substâncias biológicas",X43.8
"Envenenamento [intoxicação] acidental por exposição a drogas, medicamentos e substâncias biológicas",X43.9
"Envenenamento [intoxicação] acidental por exposição a drogas, medicamentos e substâncias biológicas",X44.0
"Envenenamento [intoxicação] acidental por exposição a drogas, medicamentos e substâncias biológicas",X44.1
"Envenenamento [intoxicação] acidental por exposição a drogas, medicamentos e substâncias biológicas",X44.2
"Envenenamento [intoxicação] acidental por exposição a drogas, medicamentos e substâncias biológicas",X44.3
"Envenenamento [intoxicação] acidental por exposição a drogas, medicamentos e substâncias biológicas",X44.4
"Envenenamento [intoxicação] acidental por exposição a drogas, medicamentos e substâncias biológicas",X44.5
"Envenenamento [intoxicação] acidental por exposição a drogas, medicamentos e substâncias biológicas",X44.6
"Envenenamento [intoxicação] acidental por exposição a drogas, medicamentos e substâncias biológicas",X44.7
"Envenenamento [intoxicação] acidental por exposição a drogas, medicamentos e substâncias biológicas",X44.8
"Envenenamento [intoxicação] acidental por exposição a drogas, medicamentos e substâncias biológicas",X44.9
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X45.0
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X45.1
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X45.2
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X45.3
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X45.4
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X45.5
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X45.6
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X45.7
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X45.8
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X45.9
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X46.0
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X46.1
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X46.2
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X46.3
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X46.4
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X46.5
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X46.6
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X46.7
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X46.8
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X46.9
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X47.0
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X47.1
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X47.2
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X47.3
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X47.4
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X47.5
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X47.6
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X47.7
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X47.8
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X47.9
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X48.0
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X48.1
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X48.2
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X48.3
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X48.4
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X48.5
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X48.6
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X48.7
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X48.8
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X48.9
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X49.0
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X49.1
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X49.2
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X49.3
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X49.4
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X49.5
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X49.6
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X49.7
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X49.8
Envenenamento [intoxicação] acidental por exposição a outras substâncias nocivas,X49.9
Síndrome da morte súbita na infância,R95
Quedas,W00.0
Quedas,W00.1
Quedas,W00.2
Quedas,W00.3
Quedas,W00.4
Quedas,W00.5
Quedas,W00.6
Quedas,W00.7
Quedas,W00.8
Quedas,W00.9
Quedas,W01.0
Quedas,W01.1
Quedas,W01.2
Quedas,W01.3
Quedas,W01.4
Quedas,W01.5
Quedas,W01.6
Quedas,W01.7
Quedas,W01.8
Quedas,W01.9
Quedas,W02.0
Quedas,W02.1
Quedas,W02.2
Quedas,W02.3
Quedas,W02.4
Quedas,W02.5
Quedas,W02.6
Quedas,W02.7
Quedas,W02.8
Quedas,W02.9
Quedas,W03.0
Quedas,W03.1
Quedas,W03.2
Quedas,W03.3
Quedas,W03.4
Quedas,W03.5
Quedas,W03.6
Quedas,W03.7
Quedas,W03.8
Quedas,W03.9
Quedas,W04.0
Quedas,W04.1
Quedas,W04.2
Quedas,W04.3
Quedas,W04.4
Quedas,W04.5
Quedas,W04.6
Quedas,W04.7
Quedas,W04.8
Quedas,W04.9
Quedas,W05.0
Quedas,W05.1
Quedas,W05.2
Quedas,W05.3
Quedas,W05.4
Quedas,W05.5
Quedas,W05.6
Quedas,W05.7
Quedas,W05.8
Quedas,W05.9
Quedas,W06.0
Quedas,W06.1
Quedas,W06.2
Quedas,W06.3
Quedas,W06.4
Quedas,W06.5
Quedas,W06.6
Quedas,W06.7
Quedas,W06.8
Quedas,W06.9
Quedas,W07.0
Quedas,W07.1
Quedas,W07.2
Quedas,W07.3
Quedas,W07.4
Quedas,W07.5
Quedas,W07.6
Quedas,W07.7
Quedas,W07.8
Quedas,W07.9
Quedas,W08.0
Quedas,W08.1
Quedas,W08.2
Quedas,W08.3
Quedas,W08.4
Quedas,W08.5
Quedas,W08.6
Quedas,W08.7
Quedas,W08.8
Quedas,W08.9
Quedas,W09.0
Quedas,W09.1
Quedas,W09.2
Quedas,W09.3
Quedas,W09.4
Quedas,W09.5
Quedas,W09.6
Quedas,W09.7
Quedas,W09.8
Quedas,W09.9
Quedas,W10.0
Quedas,W10.1
Quedas,W10.2
Quedas,W10.3
Quedas,W10.4
Quedas,W10.5
Quedas,W10.6
Quedas,W10.7
Quedas,W10.8
Quedas,W10.9
Quedas,W11.0
Quedas,W11.1
Quedas,W11.2
Quedas,W11.3
Quedas,W11.4
Quedas,W11.5
Quedas,W11.6
Quedas,W11.7
Quedas,W11.8
Quedas,W11.9
Quedas,W12.0
Quedas,W12.1
Quedas,W12.2
Quedas,W12.3
Quedas,W12.4
Quedas,W12.5
Quedas,W12.6
Quedas,W12.7
Quedas,W12.8
Quedas,W12.9
Quedas,W13.0
Quedas,W13.1
Quedas,W13.2
Quedas,W13.3
Quedas,W13.4
Quedas,W13.5
Quedas,W13.6
Quedas,W13.7
Quedas,W13.8
Quedas,W13.9
Quedas,W14.0
Quedas,W14.1
Quedas,W14.2
Quedas,W14.3
Quedas,W14.4
Quedas,W14.5
Quedas,W14.6
Quedas,W14.7
Quedas,W14.8
Quedas,W14.9
Quedas,W15.0
Quedas,W15.1
Quedas,W15.2
Quedas,W15.3
Quedas,W15.4
Quedas,W15.5
Quedas,W15.6
Quedas,W15.7
Quedas,W15.8
Quedas,W15.9
Quedas,W16.0
Quedas,W16.1
Quedas,W16.2
Quedas,W16.3
Quedas,W16.4
Quedas,W16.5
Quedas,W16.6
Quedas,W16.7
Quedas,W16.8
Quedas,W16.9
Quedas,W17.0
Quedas,W17.1
Quedas,W17.2
Quedas,W17.3
Quedas,W17.4
Quedas,W17.5
Quedas,W17.6
Quedas,W17.7
Quedas,W17.8
Quedas,W17.9
Quedas,W18.0
Quedas,W18.1
Quedas,W18.2
Quedas,W18.3
Quedas,W18.4
Quedas,W18.5
Quedas,W18.6
Quedas,W18.7
Quedas,W18.8
Quedas,W18.9
Quedas,W19.0
Quedas,W19.1
Quedas,W19.2
Quedas,W19.3
Quedas,W19.4
Quedas,W19.5
Quedas,W19.6
Quedas,W19.7
Quedas,W19.8
Quedas,W19.9
"Exposição ao fumo, ao fogo e às chamas",X00.0
"Exposição ao fumo, ao fogo e às chamas",X00.1
"Exposição ao fumo, ao fogo e às chamas",X00.2
"Exposição ao fumo, ao fogo e às chamas",X00.3
"Exposição ao fumo, ao fogo e às chamas",X00.4
"Exposição ao fumo, ao fogo e às chamas",X00.5
"Exposição ao fumo, ao fogo e às chamas",X00.6
"Exposição ao fumo, ao fogo e às chamas",X00.7
"Exposição ao fumo, ao fogo e às chamas",X00.8
"Exposição ao fumo, ao fogo e às chamas",X00.9
"Exposição ao fumo, ao fogo e às chamas",X01.0
"Exposição ao fumo, ao fogo e às chamas",X01.1
"Exposição ao fumo, ao fogo e às chamas",X01.2
"Exposição ao fumo, ao fogo e às chamas",X01.3
"Exposição ao fumo, ao fogo e às chamas",X01.4
"Exposição ao fumo, ao fogo e às chamas",X01.5
"Exposição ao fumo, ao fogo e às chamas",X01.6
"Exposição ao fumo, ao fogo e às chamas",X01.7
"Exposição ao fumo, ao fogo e às chamas",X01.8
"Exposição ao fumo, ao fogo e às chamas",X01.9
"Exposição ao fumo, ao fogo e às chamas",X02.0
"Exposição ao fumo, ao fogo e às chamas",X02.1
"Exposição ao fumo, ao fogo e às chamas",X02.2
"Exposição ao fumo, ao fogo e às chamas",X02.3
"Exposição ao fumo, ao fogo e às chamas",X02.4
"Exposição ao fumo, ao fogo e às chamas",X02.5
"Exposição ao fumo, ao fogo e às chamas",X02.6
"Exposição ao fumo, ao fogo e às chamas",X02.7
"Exposição ao fumo, ao fogo e às chamas",X02.8
"Exposição ao fumo, ao fogo e às chamas",X02.9
"Exposição ao fumo, ao fogo e às chamas",X03.0
"Exposição ao fumo, ao fogo e às chamas",X03.1
"Exposição ao fumo, ao fogo e às chamas",X03.2
"Exposição ao fumo, ao fogo e às chamas",X03.3
"Exposição ao fumo, ao fogo e às chamas",X03.4
"Exposição ao fumo, ao fogo e às chamas",X03.5
"Exposição ao fumo, ao fogo e às chamas",X03.6
"Exposição ao fumo, ao fogo e às chamas",X03.7
"Exposição ao fumo, ao fogo e às chamas",X03.8
"Exposição ao fumo, ao fogo e às chamas",X03.9
"Exposição ao fumo, ao fogo e às chamas",X04.0
"Exposição ao fumo, ao fogo e às chamas",X04.1
"Exposição ao fumo, ao fogo e às chamas",X04.2
"Exposição ao fumo, ao fogo e às chamas",X04.3
"Exposição ao fumo, ao fogo e às chamas",X04.4
"Exposição ao fumo, ao fogo e às chamas",X04.5
"Exposição ao fumo, ao fogo e às chamas",X04.6
"Exposição ao fumo, ao fogo e às chamas",X04.7
"Exposição ao fumo, ao fogo e às chamas",X04.8
"Exposição ao fumo, ao fogo e às chamas",X04.9
"Exposição ao fumo, ao fogo e às chamas",X05.0
"Exposição ao fumo, ao fogo e às chamas",X05.1
"Exposição ao fumo, ao fogo e às chamas",X05.2
"Exposição ao fumo, ao fogo e às chamas",X05.3
"Exposição ao fumo, ao fogo e às chamas",X05.4
"Exposição ao fumo, ao fogo e às chamas",X05.5
"Exposição ao fumo, ao fogo e às chamas",X05.6
"Exposição ao fumo, ao fogo e às chamas",X05.7
"Exposição ao fumo, ao fogo e às chamas",X05.8
"Exposição ao fumo, ao fogo e às chamas",X05.9
"Exposição ao fumo, ao fogo e às chamas",X06.0
"Exposição ao fumo, ao fogo e às chamas",X06.1
"Exposição ao fumo, ao fogo e às chamas",X06.2
"Exposição ao fumo, ao fogo e às chamas",X06.3
"Exposição ao fumo, ao fogo e às chamas",X06.4
"Exposição ao fumo, ao fogo e às chamas",X06.5
"Exposição ao fumo, ao fogo e às chamas",X06.6
"Exposição ao fumo, ao fogo e às chamas",X06.7
"Exposição ao fumo, ao fogo e às chamas",X06.8
"Exposição ao fumo, ao fogo e às chamas",X06.9
"Exposição ao fumo, ao fogo e às chamas",X07
"Exposição ao fumo, ao fogo e às chamas",X08.0
"Exposição ao fumo, ao fogo e às chamas",X08.1
"Exposição ao fumo, ao fogo e às chamas",X08.2
"Exposição ao fumo, ao fogo e às chamas",X08.3
"Exposição ao fumo, ao fogo e às chamas",X08.4
"Exposição ao fumo, ao fogo e às chamas",X08.5
"Exposição ao fumo, ao fogo e às chamas",X08.6
"Exposição ao fumo, ao fogo e às chamas",X08.7
"Exposição ao fumo, ao fogo e às chamas",X08.8
"Exposição ao fumo, ao fogo e às chamas",X08.9
"Exposição ao fumo, ao fogo e às chamas",X09.0
"Exposição ao fumo, ao fogo e às chamas",X09.1
"Exposição ao fumo, ao fogo e às chamas",X09.2
"Exposição ao fumo, ao fogo e às chamas",X09.3
"Exposição ao fumo, ao fogo e às chamas",X09.4
"Exposição ao fumo, ao fogo e às chamas",X09.5
"Exposição ao fumo, ao fogo e às chamas",X09.6
"Exposição ao fumo, ao fogo e às chamas",X09.7
"Exposição ao fumo, ao fogo e às chamas",X09.8
"Exposição ao fumo, ao fogo e às chamas",X09.9
Exposição às forças da natureza,X30.0
Exposição às forças da natureza,X30.1
Exposição às forças da natureza,X30.2
Exposição às forças da natureza,X30.3
Exposição às forças da natureza,X30.4
Exposição às forças da natureza,X30.5
Exposição às forças da natureza,X30.6
Exposição às forças da natureza,X30.7
Exposição às forças da natureza,X30.8
Exposição às forças da natureza,X30.9
Exposição às forças da natureza,X31.0
Exposição às forças da natureza,X31.1
Exposição às forças da natureza,X31.2
Exposição às forças da natureza,X31.3
Exposição às forças da natureza,X31.4
Exposição às forças da natureza,X31.5
Exposição às forças da natureza,X31.6
Exposição às forças da natureza,X31.7
Exposição às forças da natureza,X31.8
Exposição às forças da natureza,X31.9
Exposição às forças da natureza,X32.0
Exposição às forças da natureza,X32.1
Exposição às forças da natureza,X32.2
Exposição às forças da natureza,X32.3
Exposição às forças da natureza,X32.4
Exposição às forças da natureza,X32.5
Exposição às forças da natureza,X32.6
Exposição às forças da natureza,X32.7
Exposição às forças da natureza,X32.8
Exposição às forças da natureza,X32.9
Exposição às forças da natureza,X33.0
Exposição às forças da natureza,X33.1
Exposição às forças da natureza,X33.2
Exposição às forças da natureza,X33.3
Exposição às forças da natureza,X33.4
Exposição às forças da natureza,X33.5
Exposição às forças da natureza,X33.6
Exposição às forças da natureza,X33.7
Exposição às forças da natureza,X33.8
Exposição às forças da natureza,X33.9
Exposição às forças da natureza,X34.0
Exposição às forças da natureza,X34.1
Exposição às forças da natureza,X34.2
Exposição às forças da natureza,X34.3
Exposição às forças da natureza,X34.4
Exposição às forças da natureza,X34.5
Exposição às forças da natureza,X34.6
Exposição às forças da natureza,X34.7
Exposição às forças da natureza,X34.8
Exposição às forças da natureza,X34.9
Exposição às forças da natureza,X35.0
Exposição às forças da natureza,X35.1
Exposição às forças da natureza,X35.2
Exposição às forças da natureza,X35.3
Exposição às forças da natureza,X35.4
Exposição às forças da natureza,X35.5
Exposição às forças da natureza,X35.6
Exposição às forças da natureza,X35.7
Exposição às forças da natureza,X35.8
Exposição às forças da natureza,X35.9
Exposição às forças da natureza,X36.0
Exposição às forças da natureza,X36.1
Exposição às forças da natureza,X36.2
Exposição às forças da natureza,X36.3
Exposição às forças da natureza,X36.4
Exposição às forças da natureza,X36.5
Exposição às forças da natureza,X36.6
Exposição às forças da natureza,X36.7
Exposição às forças da natureza,X36.8
Exposição às forças da natureza,X36.9
Exposição às forças da natureza,X37.0
Exposição às forças da natureza,X37.1
Exposição às forças da natureza,X37.2
Exposição às forças da natureza,X37.3
Exposição às forças da natureza,X37.4
Exposição às forças da natureza,X37.5
Exposição às forças da natureza,X37.6
Exposição às forças da natureza,X37.7
Exposição às forças da natureza,X37.8
Exposição às forças da natureza,X37.9
Exposição às forças da natureza,X38.0
Exposição às forças da natureza,X38.1
Exposição às forças da natureza,X38.2
Exposição às forças da natureza,X38.3
Exposição às forças da natureza,X38.4
Exposição às forças da natureza,X38.5
Exposição às forças da natureza,X38.6
Exposição às forças da natureza,X38.7
Exposição às forças da natureza,X38.8
Exposição às forças da natureza,X38.9
Exposição às forças da natureza,X39.0
Exposição às forças da natureza,X39.1
Exposição às forças da natureza,X39.2
Exposição às forças da natureza,X39.3
Exposição às forças da natureza,X39.4
Exposição às forças da natureza,X39.5
Exposição às forças da natureza,X39.6
Exposição às forças da natureza,X39.7
Exposição às forças da natureza,X39.8
Exposição às forças da natureza,X39.9
Afogamento e submersão acidentais,W65.0
Afogamento e submersão acidentais,W65.1
Afogamento e submersão acidentais,W65.2
Afogamento e submersão acidentais,W65.3
Afogamento e submersão acidentais,W65.4
Afogamento e submersão acidentais,W65.5
Afogamento e submersão acidentais,W65.6
Afogamento e submersão acidentais,W65.7
Afogamento e submersão acidentais,W65.8
Afogamento e submersão acidentais,W65.9
Afogamento e submersão acidentais,W66.0
Afogamento e submersão acidentais,W66.1
Afogamento e submersão acidentais,W66.2
Afogamento e submersão acidentais,W66.3
Afogamento e submersão acidentais,W66.4
Afogamento e submersão acidentais,W66.5
Afogamento e submersão acidentais,W66.6
Afogamento e submersão acidentais,W66.7
Afogamento e submersão acidentais,W66.8
Afogamento e submersão acidentais,W66.9
Afogamento e submersão acidentais,W67.0
Afogamento e submersão acidentais,W67.1
Afogamento e submersão acidentais,W67.2
Afogamento e submersão acidentais,W67.3
Afogamento e submersão acidentais,W67.4
Afogamento e submersão acidentais,W67.5
Afogamento e submersão acidentais,W67.6
Afogamento e submersão acidentais,W67.7
Afogamento e submersão acidentais,W67.8
Afogamento e submersão acidentais,W67.9
Afogamento e submersão acidentais,W68.0
Afogamento e submersão acidentais,W68.1
Afogamento e submersão acidentais,W68.2
Afogamento e submersão acidentais,W68.3
Afogamento e submersão acidentais,W68.4
Afogamento e submersão acidentais,W68.5
Afogamento e submersão acidentais,W68.6
Afogamento e submersão acidentais,W68.7
Afogamento e submersão acidentais,W68.8
Afogamento e submersão acidentais,W68.9
Afogamento e submersão acidentais,W69.0
Afogamento e submersão acidentais,W69.1
Afogamento e submersão acidentais,W69.2
Afogamento e submersão acidentais,W69.3
Afogamento e submersão acidentais,W69.4
Afogamento e submersão acidentais,W69.5
Afogamento e submersão acidentais,W69.6
Afogamento e submersão acidentais,W69.7
Afogamento e submersão acidentais,W69.8
Afogamento e submersão acidentais,W69.9
Afogamento e submersão acidentais,W70.0
Afogamento e submersão acidentais,W70.1
Afogamento e submersão acidentais,W70.2
Afogamento e submersão acidentais,W70.3
Afogamento e submersão acidentais,W70.4
Afogamento e submersão acidentais,W70.5
Afogamento e submersão acidentais,W70.6
Afogamento e submersão acidentais,W70.7
Afogamento e submersão acidentais,W70.8
Afogamento e submersão acidentais,W70.9
Afogamento e submersão acidentais,W71
Afogamento e submersão acidentais,W72
Afogamento e submersão acidentais,W73.0
Afogamento e submersão acidentais,W73.1
Afogamento e submersão acidentais,W73.2
Afogamento e submersão acidentais,W73.3
Afogamento e submersão acidentais,W73.4
Afogamento e submersão acidentais,W73.5
Afogamento e submersão acidentais,W73.6
Afogamento e submersão acidentais,W73.7
Afogamento e submersão acidentais,W73.8
Afogamento e submersão acidentais,W73.9
Afogamento e submersão acidentais,W74.0
Afogamento e submersão acidentais,W74.1
Afogamento e submersão acidentais,W74.2
Afogamento e submersão acidentais,W74.3
Afogamento e submersão acidentais,W74.4
Afogamento e submersão acidentais,W74.5
Afogamento e submersão acidentais,W74.6
Afogamento e submersão acidentais,W74.7
Afogamento e submersão acidentais,W74.8
Afogamento e submersão acidentais,W74.9
Outros riscos acidentais à respiração,W75.0
Outros riscos acidentais à respiração,W75.1
Outros riscos acidentais à respiração,W75.2
Outros riscos acidentais à respiração,W75.3
Outros riscos acidentais à respiração,W75.4
Outros riscos acidentais à respiração,W75.5
Outros riscos acidentais à respiração,W75.6
Outros riscos acidentais à respiração,W75.7
Outros riscos acidentais à respiração,W75.8
Outros riscos acidentais à respiração,W75.9
Outros riscos acidentais à respiração,W76.0
Outros riscos acidentais à respiração,W76.1
Outros riscos acidentais à respiração,W76.2
Outros riscos acidentais à respiração,W76.3
Outros riscos acidentais à respiração,W76.4
Outros riscos acidentais à respiração,W76.5
Outros riscos acidentais à respiração,W76.6
Outros riscos acidentais à respiração,W76.7
Outros riscos acidentais à respiração,W76.8
Outros riscos acidentais à respiração,W76.9
Outros riscos acidentais à respiração,W77.0
Outros riscos acidentais à respiração,W77.1
Outros riscos acidentais à respiração,W77.2
Outros riscos acidentais à respiração,W77.3
Outros riscos acidentais à respiração,W77.4
Outros riscos acidentais à respiração,W77.5
Outros riscos acidentais à respiração,W77.6
Outros riscos acidentais à respiração,W77.7
Outros riscos acidentais à respiração,W77.8
Outros riscos acidentais à respiração,W77.9
Outros riscos acidentais à respiração,W78.0
Outros riscos acidentais à respiração,W78.1
Outros riscos acidentais à respiração,W78.2
Outros riscos acidentais à respiração,W78.3
Outros riscos acidentais à respiração,W78.4
Outros riscos acidentais à respiração,W78.5
Outros riscos acidentais à respiração,W78.6
Outros riscos acidentais à respiração,W78.7
Outros riscos acidentais à respiração,W78.8
Outros riscos acidentais à respiração,W78.9
Outros riscos acidentais à respiração,W79.0
Outros riscos acidentais à respiração,W79.1
Outros riscos acidentais à respiração,W79.2
Outros riscos acidentais à respiração,W79.3
Outros riscos acidentais à respiração,W79.4
Outros riscos acidentais à respiração,W79.5
Outros riscos acidentais à respiração,W79.6
Outros riscos acidentais à respiração,W79.7
Outros riscos acidentais à respiração,W79.8
Outros riscos acidentais à respiração,W79.9
Outros riscos acidentais à respiração,W80.0
Outros riscos acidentais à respiração,W80.1
Outros riscos acidentais à respiração,W80.2
Outros riscos acidentais à respiração,W80.3
Outros riscos acidentais à respiração,W80.4
Outros riscos acidentais à respiração,W80.5
Outros riscos acidentais à respiração,W80.6
Outros riscos acidentais à respiração,W80.7
Outros riscos acidentais à respiração,W80.8
Outros riscos acidentais à respiração,W80.9
Outros riscos acidentais à respiração,W81.0
Outros riscos acidentais à respiração,W81.1
Outros riscos acidentais à respiração,W81.2
Outros riscos acidentais à respiração,W81.3
Outros riscos acidentais à respiração,W81.4
Outros riscos acidentais à respiração,W81.5
Outros riscos acidentais à respiração,W81.6
Outros riscos acidentais à respiração,W81.7
Outros riscos acidentais à respiração,W81.8
Outros riscos acidentais à respiração,W81.9
Outros riscos acidentais à respiração,W82
Outros riscos acidentais à respiração,W83.0
Outros riscos acidentais à respiração,W83.1
Outros riscos acidentais à respiração,W83.2
Outros riscos acidentais à respiração,W83.3
Outros riscos acidentais à respiração,W83.4
Outros riscos acidentais à respiração,W83.5
Outros riscos acidentais à respiração,W83.6
Outros riscos acidentais à respiração,W83.7
Outros riscos acidentais à respiração,W83.8
Outros riscos acidentais à respiração,W83.9
Outros riscos acidentais à respiração,W84.0
Outros riscos acidentais à respiração,W84.1
Outros riscos acidentais à respiração,W84.2
Outros riscos acidentais à respiração,W84.3
Outros riscos acidentais à respiração,W84.4
Outros riscos acidentais à respiração,W84.5
Outros riscos acidentais à respiração,W84.6
Outros riscos acidentais à respiração,W84.7
Outros riscos acidentais à respiração,W84.8
Outros riscos acidentais à respiração,W84.9
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W85.0
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W85.1
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W85.2
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W85.3
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W85.4
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W85.5
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W85.6
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W85.7
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W85.8
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W85.9
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W86.0
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W86.1
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W86.2
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W86.3
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W86.4
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W86.5
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W86.6
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W86.7
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W86.8
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W86.9
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W87.0
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W87.1
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W87.2
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W87.3
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W87.4
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W87.5
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W87.6
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W87.7
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W87.8
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W87.9
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W88.0
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W88.1
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W88.2
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W88.3
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W88.4
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W88.5
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W88.6
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W88.7
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W88.8
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W88.9
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W89.0
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W89.1
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W89.2
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W89.3
"Exposição a corrente elétrica, a radiação e a temperatura e pressão extremas do ar ambiental",W89.4
